,관측일자,수온,수소이온농도,1차 인입압력,2차 인입압력,1차 생산수 TDS,2차 생산수 TDS,탁도,화학적산소요구량,총질소,총인,전체 전력량
0,2021-01-01 0:00,4.7,7.98,59.74,26.86,35.28,0.67,5,1.37,0.403,0.031,3.65
1,2021-01-01 1:00,4.16,7.98,57.52,26.58,36.07,0.68,5,1.42,0.401,0.032,3.63
2,2021-01-01 2:00,4.73,7.97,57.49,26.55,36.16,0.69,5,1.87,0.38,0.029,3.62
3,2021-01-01 3:00,4.98,7.97,57.5,26.56,36.16,0.69,5,0.84,0.38,0.031,3.62
4,2021-01-01 4:00,5.03,7.99,59.46,26.51,36.28,0.69,5,0,0.38,0.032,3.62
5,2021-01-01 5:00,5.01,7.99,61.48,26.53,36.22,0.68,5,1.08,0,0.029,3.62
6,2021-01-01 6:00,5.05,7.99,57.44,26.49,36.34,0.69,5,0.82,0.407,0.029,3.62
7,2021-01-01 7:00,5.11,7.98,57.39,26.42,36.53,0.69,5,0.7,0.398,0.027,3.61
8,2021-01-01 8:00,5.54,7.99,57.45,26.5,36.31,0.69,5,1.24,0.363,0.027,3.62
9,2021-01-01 9:00,4.89,7.99,55.56,26.66,35.85,0.68,5,1.23,0.371,0.032,3.63
10,2021-01-01 10:00,4.92,7.97,57.55,26.62,35.94,0.68,5,1.52,0.38,0.028,3.63
11,2021-01-01 11:00,5.01,7.97,57.48,26.53,36.22,0.69,5,1.46,0.39,0.031,3.62
12,2021-01-01 12:00,5.11,7.97,59.69,26.42,36.53,0.7,5,0.95,0.417,0.032,3.61
13,2021-01-01 13:00,5.15,7.96,57.36,26.38,36.65,0.7,5,1.55,0.428,0.034,3.61
14,2021-01-01 14:00,4.84,7.97,63.14,26.43,36.5,0.7,5,0.97,0.433,0.032,3.62
15,2021-01-01 15:00,4.94,7.99,59.84,26.6,36,0.68,5,1.17,0.423,0.029,3.63
16,2021-01-01 16:00,4.97,8,57.51,26.57,36.1,0.68,5,1.02,0.445,0.035,3.63
17,2021-01-01 17:00,5.31,8,57.48,26.53,36.22,0.68,5,1.44,0.428,0.035,3.62
18,2021-01-01 18:00,5.03,8,55.45,26.51,36.28,0.68,5,1.17,0.419,0.034,3.62
19,2021-01-01 19:00,5.01,8,55.47,26.53,36.22,0.68,5,1.04,0.399,0.032,3.62
20,2021-01-01 20:00,4.99,8.01,59.79,26.55,36.16,0.68,5,1.3,0.399,0.029,3.62
21,2021-01-01 21:00,4.93,8,63.29,26.61,35.97,0.68,5,1.36,0.379,0.03,3.63
22,2021-01-01 22:00,5.72,8,57.55,26.62,35.94,0.68,5,1.34,0.401,0.029,3.63
23,2021-01-01 23:00,5.2,7.98,63.49,26.82,35.37,0.67,5,0,0.397,0.029,3.64
24,2021-01-02 0:00,4.77,7.98,55.66,26.78,35.49,0.67,5,1.63,0.377,0.025,3.64
25,2021-01-02 1:00,4.21,7.97,57.76,26.88,35.22,0.67,5,1.2,0.365,0.029,3.65
26,2021-01-02 2:00,4.79,7.96,57.76,26.76,35.55,0.68,5,1.61,0.362,0.027,3.64
27,2021-01-02 3:00,4.79,7.97,57.66,26.76,35.55,0.68,5,1.28,0.357,0.028,3.64
28,2021-01-02 4:00,4.73,7.98,57.72,26.82,35.37,0.67,5,1.63,0.385,0.031,3.64
29,2021-01-02 5:00,4.75,7.98,63.47,26.8,35.43,0.67,5,2.2,0.385,0.029,3.64
30,2021-01-02 6:00,4.72,7.97,57.72,26.83,35.34,0.67,5,1.59,0.385,0.029,3.65
31,2021-01-02 7:00,4.7,7.97,57.74,26.86,35.28,0.67,5,2.07,0,0.029,3.65
32,2021-01-02 8:00,4.68,7.98,57.76,26.88,35.22,0.67,5,1.84,0.395,0.03,3.65
33,2021-01-02 9:00,4.61,7.98,57.82,26.95,35.01,0.66,5,2.39,0.381,0.03,3.65
34,2021-01-02 10:00,4.65,7.97,57.78,26.91,35.13,0.67,5,2.21,0.382,0.028,3.65
35,2021-01-02 11:00,4.78,7.96,57.67,26.77,35.52,0.68,5,1.4,0.375,0.03,3.64
36,2021-01-02 12:00,4.87,7.96,57.6,26.68,35.8,0.68,5,1,0.414,0.033,3.63
37,2021-01-02 13:00,5.03,7.95,57.46,26.51,36.28,0.7,5,0,0.422,0.032,3.62
38,2021-01-02 14:00,5.22,7.95,57.3,26.31,36.87,0.71,5,0.99,0.426,0.032,3.61
39,2021-01-02 15:00,5.04,7.95,57.45,26.5,36.31,0.7,5,1.12,0.436,0.032,3.62
40,2021-01-02 16:00,5,7.99,55.48,26.54,36.19,0.68,5,1.46,0.444,0.033,3.62
41,2021-01-02 17:00,4.88,8.01,60.59,26.67,35.82,0.67,5,1.48,0.453,0.032,3.63
42,2021-01-02 18:00,4.86,8.01,57.61,26.69,35.76,0.67,5,1.31,0.439,0.03,3.63
43,2021-01-02 19:00,5.06,8.01,57.68,26.78,35.49,0.66,5,1.3,0.427,0.031,3.64
44,2021-01-02 20:00,4.79,8.01,57.66,26.76,35.55,0.67,5,2.01,0.427,0.03,3.64
45,2021-01-02 21:00,4.8,8.01,60.65,26.75,35.58,0.67,5,1.4,0.426,0.031,3.64
46,2021-01-02 22:00,4.51,8,57.68,26.78,35.49,0.67,5,1.14,0.425,0.033,3.64
47,2021-01-02 23:00,4.75,7.99,57.7,26.8,35.43,0.67,5,1.15,0.438,0.029,3.64
48,2021-01-03 0:00,5.07,7.98,57.68,26.78,35.49,0.67,5,1.59,0.424,0.033,3.64
49,2021-01-03 1:00,4.75,7.98,55.7,26.8,35.43,0.67,5,1.93,0.438,0.031,3.64
50,2021-01-03 2:00,4.71,7.96,57.73,26.85,35.31,0.67,5,1.57,0.425,0.028,3.65
51,2021-01-03 3:00,4.77,7.95,57.68,26.78,35.49,0.68,5,1.83,0.422,0.028,3.64
52,2021-01-03 4:00,4.57,7.96,57.85,26.99,34.9,0.66,5,1.87,0.409,0.031,3.65
53,2021-01-03 5:00,4.49,7.96,57.92,27.08,34.66,0.66,5,1.97,0.413,0.029,3.66
54,2021-01-03 6:00,4.53,7.96,57.89,27.04,34.78,0.66,5,1.9,0.414,0.031,3.66
55,2021-01-03 7:00,4.53,7.96,60.89,27.04,34.78,0.66,5,1.82,0.414,0.028,3.66
56,2021-01-03 8:00,4.48,7.97,57.93,27.09,34.63,0.66,5,1.91,0.414,0.03,3.67
57,2021-01-03 9:00,4.76,7.97,60.95,27.11,34.57,0.65,5,1.85,0,0.032,3.67
58,2021-01-03 10:00,4.24,7.97,57.91,27.07,34.69,0.66,5,1.68,0.389,0.033,3.66
59,2021-01-03 11:00,4.59,7.95,59.84,26.97,34.96,0.67,5,1.23,0.377,0.028,3.65
60,2021-01-03 12:00,4.71,7.96,57.73,26.85,35.31,0.67,5,1.3,0.379,0.032,3.65
61,2021-01-03 13:00,5.23,7.95,55.7,26.8,35.43,0.68,5,0.64,0.37,0.029,3.64
62,2021-01-03 14:00,4.91,7.94,57.56,26.63,35.92,0.69,5,1.14,0.379,0.031,3.63
63,2021-01-03 15:00,4.76,7.93,57.69,26.79,35.47,0.68,5,0.82,0.374,0.031,3.64
64,2021-01-03 16:00,4.58,7.94,54.84,26.98,34.93,0.67,5,0.68,0.392,0.032,3.65
65,2021-01-03 17:00,4.62,7.97,57.81,26.94,35.04,0.66,5,1.11,0.375,0.031,3.65
66,2021-01-03 18:00,5.01,7.99,54.73,26.85,35.31,0.67,5,1.03,0.369,0.034,3.65
67,2021-01-03 19:00,4.65,7.99,57.78,26.91,35.13,0.66,5,0.91,0.372,0.032,3.65
68,2021-01-03 20:00,4.61,8,57.82,26.95,35.01,0.66,5,1,0.366,0.029,3.65
69,2021-01-03 21:00,4.57,7.99,57.85,26.99,34.89,0.66,5,1.22,0.373,0.03,3.65
70,2021-01-03 22:00,4.31,7.99,52.07,26.99,34.89,0.66,5,1.27,0.379,0.031,3.65
71,2021-01-03 23:00,4.47,7.99,57.94,27.1,34.6,0.65,5,1.45,0.358,0.032,3.67
72,2021-01-04 0:00,4.47,7.97,57.94,27.1,34.6,0.66,5,1.48,0.341,0.028,3.67
73,2021-01-04 1:00,4.78,7.97,57.9,27.06,34.72,0.66,5,1.65,0.36,0.03,3.66
74,2021-01-04 2:00,4.17,7.97,57.94,27.1,34.6,0.66,5,1.8,0.355,0.027,3.67
75,2021-01-04 3:00,5.08,7.95,60.25,27.09,34.63,0.66,5,1.25,0.353,0.029,3.67
76,2021-01-04 4:00,4.44,7.95,55.96,27.13,34.52,0.66,5,1.04,0.354,0.03,3.67
77,2021-01-04 5:00,4.45,7.95,60.96,27.12,34.54,0.66,5,1.56,0.332,0.025,3.67
78,2021-01-04 6:00,4.12,7.98,58.01,27.2,34.34,0.65,5,1.67,0.34,0.029,3.67
79,2021-01-04 7:00,4.35,7.97,58.04,27.23,34.25,0.65,5,1.76,0.356,0.029,3.67
80,2021-01-04 8:00,4.21,7.97,58.01,27.2,34.34,0.65,5,1.24,0.358,0.032,3.67
81,2021-01-04 9:00,4.38,7.97,58.01,27.2,34.34,0.65,5,0,0.358,0,3.67
82,2021-01-04 10:00,4.36,7.98,60.35,27.22,34.28,0.65,5,1.5,0.358,0.035,3.67
83,2021-01-04 11:00,4.32,7.97,58.07,27.26,34.16,0.65,5,1.61,0,0.031,3.67
84,2021-01-04 12:00,4.45,7.97,57.96,27.12,34.54,0.65,5,1.07,0.382,0.031,3.67
85,2021-01-04 13:00,4.44,7.97,59.96,27.13,34.51,0.65,5,0.78,0.385,0.029,3.67
86,2021-01-04 14:00,4.53,7.96,57.89,27.04,34.78,0.66,5,1.07,0.392,0.031,3.66
87,2021-01-04 15:00,4.58,7.95,57.84,26.98,34.93,0.67,5,0.89,0,0.031,3.65
88,2021-01-04 16:00,5.01,7.94,57.72,26.82,35.37,0.68,5,0.83,0.399,0.03,3.64
89,2021-01-04 17:00,4.92,7.95,55.79,26.94,35.04,0.67,5,1.65,0.384,0.032,3.65
90,2021-01-04 18:00,4.89,8,63.62,26.97,34.95,0.66,5,1.69,0.377,0.032,3.65
91,2021-01-04 19:00,4.58,8,63.62,26.98,34.92,0.65,5,1.26,0.376,0.033,3.65
92,2021-01-04 20:00,4.6,8.01,57.83,26.96,34.98,0.65,5,1.42,0.403,0.037,3.65
93,2021-01-04 21:00,4.63,8,57.8,26.93,35.07,0.66,5,1.6,0.378,0.031,3.65
94,2021-01-04 22:00,5.5,8,57.74,26.86,35.28,0.66,5,0,0.397,0.028,3.65
95,2021-01-04 23:00,4.73,8,57.72,26.82,35.37,0.66,5,1,0.371,0.027,3.64
96,2021-01-05 0:00,4.48,8.01,55.69,26.81,35.4,0.66,5,0.89,0.392,0.031,3.64
97,2021-01-05 1:00,4.73,7.98,57.72,26.82,35.37,0.67,5,1.11,0.376,0.027,3.64
98,2021-01-05 2:00,4.69,7.96,51.98,26.87,35.25,0.67,5,1.12,0.386,0.03,3.65
99,2021-01-05 3:00,4.67,7.95,57.77,26.89,35.19,0.67,5,1.13,0.37,0.03,3.65
100,2021-01-05 4:00,4.64,7.93,57.79,26.92,35.11,0.68,5,1.04,0.372,0.031,3.65
101,2021-01-05 5:00,4.64,7.93,57.79,26.92,35.11,0.68,5,1.15,0.394,0.03,3.65
102,2021-01-05 6:00,4.6,7.94,57.83,26.96,34.99,0.67,5,1.68,0.385,0.029,3.65
103,2021-01-05 7:00,4.58,7.97,52.06,26.98,34.93,0.66,5,1.32,0.392,0.027,3.65
104,2021-01-05 8:00,4.55,7.95,57.87,27.02,34.84,0.67,5,1.63,0.369,0.027,3.66
105,2021-01-05 9:00,4.45,7.94,57.96,27.12,34.55,0.66,5,1.82,0.407,0.028,3.67
106,2021-01-05 10:00,4.7,7.95,57.97,27.14,34.49,0.66,5,1.73,0.391,0.032,3.67
107,2021-01-05 11:00,4.44,7.95,57.96,27.13,34.52,0.66,5,1.12,0.391,0.031,3.67
108,2021-01-05 12:00,4.45,7.95,60.28,27.12,34.54,0.66,5,1.26,0.391,0.031,3.67
109,2021-01-05 13:00,4.49,7.95,57.92,27.08,34.66,0.66,5,1.22,0,0.029,3.66
110,2021-01-05 14:00,4.65,7.95,57.78,26.91,35.13,0.67,5,0.64,0.376,0.028,3.65
111,2021-01-05 15:00,4.77,7.94,57.68,26.78,35.49,0.68,5,0.59,0.37,0.028,3.64
112,2021-01-05 16:00,4.72,7.92,57.72,26.83,35.35,0.68,5,1.38,0.373,0.03,3.65
113,2021-01-05 17:00,4.66,7.91,59.77,26.9,35.17,0.68,4,0.88,0.374,0.029,3.65
114,2021-01-05 18:00,4.56,7.93,59.86,27,34.87,0.67,5,1.08,0.382,0.03,3.66
115,2021-01-05 19:00,4.59,7.96,57.84,26.97,34.96,0.67,5,1.19,0.392,0.027,3.65
116,2021-01-05 20:00,4.53,7.98,63.68,27.04,34.78,0.66,5,1.01,0.377,0.028,3.66
117,2021-01-05 21:00,4.52,7.98,60.21,27.05,34.75,0.66,5,1.6,0.38,0.027,3.66
118,2021-01-05 22:00,4.76,7.98,57.92,27.08,34.66,0.65,5,1.26,0.376,0.029,3.66
119,2021-01-05 23:00,3.66,7.99,57.95,27.11,34.57,0.65,5,1.44,0.367,0.028,3.67
120,2021-01-06 0:00,4.44,7.98,57.96,27.13,34.51,0.65,5,1.34,0.382,0.027,3.67
121,2021-01-06 1:00,4.43,7.97,55.94,27.14,34.48,0.65,5,1.59,0.374,0.028,3.67
122,2021-01-06 2:00,4.33,7.95,58.06,27.25,34.19,0.65,5,0.83,0.378,0.027,3.67
123,2021-01-06 3:00,4.57,7.94,56.08,27.32,34.02,0.65,5,1.03,0.359,0.027,3.68
124,2021-01-06 4:00,4.21,7.93,60.5,27.38,33.85,0.65,5,0.98,0.338,0.027,3.69
125,2021-01-06 5:00,4.21,7.93,60.5,27.38,33.85,0.65,4,1.21,0.346,0.024,3.69
126,2021-01-06 6:00,4.17,7.92,58.2,27.43,33.73,0.65,4,0.9,0.348,0.028,3.69
127,2021-01-06 7:00,4.14,7.94,58.23,27.46,33.65,0.64,5,1.49,0.341,0.026,3.69
128,2021-01-06 8:00,4.14,7.95,58.23,27.46,33.65,0.64,5,0.93,0.344,0.025,3.69
129,2021-01-06 9:00,4.12,7.96,55.24,27.48,33.59,0.64,5,1.19,0.334,0.028,3.69
130,2021-01-06 10:00,4.15,7.96,58.22,27.45,33.67,0.64,5,1.31,0.344,0.026,3.69
131,2021-01-06 11:00,4.18,7.97,58.19,27.42,33.76,0.64,5,0.93,0.362,0.031,3.69
132,2021-01-06 12:00,4.25,7.98,58.13,27.34,33.96,0.64,5,0.82,0.362,0.028,3.68
133,2021-01-06 13:00,4.48,7.94,52.37,27.42,33.76,0.64,5,0.82,0.362,0.028,3.69
134,2021-01-06 14:00,4.43,7.94,57.97,27.14,34.49,0.66,4,1.68,0.362,0.028,3.67
135,2021-01-06 15:00,4.73,7.94,57.97,27.14,34.49,0.66,5,1.68,0.362,0.028,3.67
136,2021-01-06 16:00,4.35,7.93,58.04,27.23,34.25,0.66,4,1.68,0.362,0.028,3.67
137,2021-01-06 17:00,4.16,7.91,58.21,27.44,33.71,0.65,4,0.85,0,0,3.69
138,2021-01-06 18:00,4.13,7.91,58.23,27.47,33.62,0.65,4,0.34,0.362,0.032,3.69
139,2021-01-06 19:00,4.15,7.95,58.22,27.45,33.67,0.64,4,0.33,0.291,0.032,3.69
140,2021-01-06 20:00,4.39,7.96,58.23,27.46,33.65,0.64,5,0.56,0.28,0.029,3.69
141,2021-01-06 21:00,4.06,7.93,58.3,27.55,33.42,0.64,4,0.28,0.28,0.028,3.69
142,2021-01-06 22:00,4.03,7.96,58.32,27.58,33.33,0.63,4,0.61,0.262,0.026,3.7
143,2021-01-06 23:00,3.85,7.96,58.48,27.78,32.83,0.62,4,0.5,0.314,0.035,3.71
144,2021-01-07 0:00,3.61,7.97,58.7,28.05,32.16,0.6,4,0.47,0.334,0.034,3.73
145,2021-01-07 1:00,3.57,7.95,58.74,28.09,32.05,0.61,5,0.88,0.369,0.031,3.73
146,2021-01-07 2:00,3.49,7.96,55.81,28.18,31.84,0.6,5,0.82,0.298,0.026,3.75
147,2021-01-07 3:00,3.32,7.96,56.97,28.38,31.38,0.59,5,0.96,0.296,0.027,3.75
148,2021-01-07 4:00,3.41,7.94,61.24,28.27,31.62,0.6,5,0.87,0.313,0.027,3.75
149,2021-01-07 5:00,3.37,7.93,58.92,28.32,31.51,0.6,5,0.87,0.319,0.028,3.75
150,2021-01-07 6:00,3.07,7.93,59.19,28.66,30.72,0.58,5,1.12,0.292,0.025,3.78
151,2021-01-07 7:00,3.13,7.9,57.07,28.59,30.88,0.59,4,1.25,0.309,0.024,3.77
152,2021-01-07 8:00,3.46,7.89,57.11,28.56,30.95,0.6,4,1.59,0.284,0.029,3.77
153,2021-01-07 9:00,3.35,7.93,63.11,28.56,30.95,0.59,4,1.19,0.362,0.032,3.67
154,2021-01-07 10:00,2.8,7.93,59.2,28.67,30.69,0.58,4,0.97,0.402,0.03,3.78
155,2021-01-07 11:00,2.84,7.93,59.17,28.63,30.79,0.58,4,1.08,0.36,0.029,3.77
156,2021-01-07 12:00,3.13,7.93,57.15,28.59,30.87,0.59,4,1.12,0.419,0.032,3.77
157,2021-01-07 13:00,3.17,7.93,59.1,28.55,30.58,0.59,4,0.87,0.455,0.029,3.77
158,2021-01-07 14:00,4.12,7.92,58.96,28.38,31.38,0.6,4,0.72,0.447,0,3.75
159,2021-01-07 15:00,3.13,7.92,58.9,28.3,31.57,0.6,4,0.48,0.448,0.031,3.75
160,2021-01-07 16:00,3.27,7.92,59.01,28.43,31.24,0.59,4,0.52,0.536,0.034,3.77
161,2021-01-07 17:00,3.09,7.91,56.18,28.64,30.77,0.59,4,0.34,0.536,0.031,3.77
162,2021-01-07 18:00,3.03,7.89,59.23,28.71,30.61,0.59,4,0.47,0.536,0.03,3.79
163,2021-01-07 19:00,3.08,7.89,59.18,28.65,30.74,0.59,3,0.92,0.388,0.03,3.78
164,2021-01-07 20:00,3.27,7.9,61.37,28.43,31.25,0.6,4,0.79,0.326,0.026,3.77
165,2021-01-07 21:00,3.19,7.93,59.08,28.52,31.03,0.59,4,1.28,0.355,0.027,3.77
166,2021-01-07 22:00,3.23,7.93,59.05,28.48,31.14,0.59,4,1.48,0.432,0.025,3.77
167,2021-01-07 23:00,3.21,7.93,61.07,28.5,31.08,0.59,4,1.35,0,0.025,3.77
168,2021-01-08 0:00,3.1,7.94,63.17,28.63,30.79,0.58,4,1.44,0.405,0.026,3.77
169,2021-01-08 1:00,3.06,7.93,59.2,28.67,30.69,0.58,4,2.2,0.405,0.031,3.78
170,2021-01-08 2:00,2.98,7.93,61.28,28.77,30.48,0.58,4,2.23,0.416,0.031,3.79
171,2021-01-08 3:00,2.85,7.92,59.4,28.92,30.14,0.57,4,2.35,0.474,0.028,3.8
172,2021-01-08 4:00,2.92,7.91,59.34,28.84,30.32,0.58,4,2.59,0.488,0.031,3.79
173,2021-01-08 5:00,3.69,7.9,57.37,28.87,30.25,0.58,4,2.55,0.506,0.025,3.79
174,2021-01-08 6:00,2.9,7.9,62.36,28.86,30.27,0.58,4,2.62,0.458,0.028,3.79
175,2021-01-08 7:00,2.7,7.89,59.55,29.1,29.76,0.57,4,2.96,0.516,0.029,3.81
176,2021-01-08 8:00,2.6,7.88,59.64,29.22,29.51,0.57,3,2.7,0.526,0.031,3.82
177,2021-01-08 9:00,2.27,7.87,59.71,29.3,29.33,0.56,4,3.03,0.557,0.029,3.83
178,2021-01-08 10:00,2.7,7.86,59.55,29.1,29.76,0.57,3,2.93,0.537,0.032,3.81
179,2021-01-08 11:00,2.82,7.85,59.59,29.14,29.66,0.57,4,3.02,0.566,0.031,3.81
180,2021-01-08 12:00,2.73,7.85,59.52,29.06,29.84,0.58,4,2.64,0.505,0.029,3.81
181,2021-01-08 13:00,2.8,7.87,59.45,28.98,30.02,0.58,4,2.15,0.548,0.032,3.8
182,2021-01-08 14:00,2.91,7.86,59.35,28.85,30.3,0.59,4,2.18,0.57,0.03,3.79
183,2021-01-08 15:00,2.96,7.87,65.23,28.79,30.43,0.59,4,2.19,0.592,0.034,3.79
184,2021-01-08 16:00,2.9,7.88,61.36,28.86,30.27,0.58,4,1.51,0.504,0.036,3.79
185,2021-01-08 17:00,2.78,7.89,59.47,29,29.97,0.57,4,0.91,0.43,0.031,3.81
186,2021-01-08 18:00,2.57,7.87,59.67,29.25,29.43,0.57,4,1.66,0.477,0.031,3.82
187,2021-01-08 19:00,2.68,7.87,61.95,29.12,29.71,0.57,4,1.43,0.477,0.028,3.81
188,2021-01-08 20:00,2.76,7.88,56.49,29.03,29.92,0.57,3,2.08,0.477,0.029,3.81
189,2021-01-08 21:00,2.8,7.88,59.45,28.98,30.02,0.58,3,1.43,0.345,0.03,3.8
190,2021-01-08 22:00,3.56,7.9,59.49,29.03,29.91,0.57,3,2.11,0.329,0.029,3.81
191,2021-01-08 23:00,2.84,7.9,59.41,28.93,30.12,0.57,3,2.24,0.319,0.026,3.8
192,2021-01-09 0:00,2.75,7.89,62.5,29.04,29.89,0.57,3,2.45,0.383,0.028,3.81
193,2021-01-09 1:00,2.71,7.91,59.54,29.09,29.79,0.57,3,2.18,0.362,0.026,3.8
194,2021-01-09 2:00,2.9,7.91,59.64,29.22,29.51,0.56,3,2.53,0.36,0.024,3.82
195,2021-01-09 3:00,2.5,7.92,62.74,29.33,29.25,0.55,3,2.58,0.362,0.029,3.83
196,2021-01-09 4:00,2.42,7.89,63.82,29.43,29.05,0.55,3,2.68,0.315,0.024,3.84
197,2021-01-09 5:00,2.44,7.87,59.8,29.4,29.1,0.56,3,2.32,0.258,0.029,3.83
198,2021-01-09 6:00,2.48,7.88,59.76,29.36,29.2,0.56,3,2.92,0.25,0.029,3.83
199,2021-01-09 7:00,2.69,7.87,59.84,29.46,28.98,0.56,3,2.87,0.293,0.028,3.84
200,2021-01-09 8:00,2.49,7.86,57.66,29.35,29.23,0.56,3,2.76,0,0.028,3.83
201,2021-01-09 9:00,2.58,7.85,57.66,29.24,29.46,0.57,3,3.18,0.427,0.029,3.82
202,2021-01-09 10:00,2.8,7.84,55.43,29.17,29.61,0.58,3,3.19,0.477,0.03,3.82
203,2021-01-09 11:00,2.71,7.85,59.54,29.09,29.79,0.58,3,2.28,0.475,0.029,3.81
204,2021-01-09 12:00,2.76,7.86,59.49,29.03,29.92,0.58,3,2.61,0.496,0.031,3.81
205,2021-01-09 13:00,2.85,7.88,59.4,28.92,30.14,0.58,3,1.5,0.521,0.032,3.8
206,2021-01-09 14:00,2.9,7.89,55.2,28.86,30.27,0.58,3,1.32,0.463,0.032,3.79
207,2021-01-09 15:00,2.84,7.89,57.33,28.93,30.12,0.58,3,1.45,0.406,0.033,3.8
208,2021-01-09 16:00,2.91,7.9,59.35,28.85,30.3,0.58,3,0.56,0.396,0.033,3.79
209,2021-01-09 17:00,2.76,7.91,59.49,29.03,29.91,0.57,3,0.69,0,0.033,3.81
210,2021-01-09 18:00,2.76,7.88,59.64,29.22,29.51,0.57,3,0.63,0.376,0.037,3.82
211,2021-01-09 19:00,2.35,7.87,59.63,29.21,29.53,0.57,3,0,0.374,0.032,3.82
212,2021-01-09 20:00,2.96,7.87,59.56,29.11,29.74,0.57,3,0.85,0.353,0.032,3.81
213,2021-01-09 21:00,2.72,7.87,59.53,29.07,29.81,0.57,3,1.03,0.353,0.034,3.81
214,2021-01-09 22:00,2.68,7.86,59.57,29.12,29.71,0.57,3,1.65,0.353,0.034,3.81
215,2021-01-09 23:00,2.65,7.87,59.59,29.16,29.63,0.57,3,0,0.444,0.036,3.81
216,2021-01-10 0:00,2.66,7.88,61.97,29.14,29.66,0.57,3,1.67,0.4,0.039,3.81
217,2021-01-10 1:00,2.63,7.89,56.62,29.18,29.58,0.57,3,2.19,0.399,0.032,3.82
218,2021-01-10 2:00,2.6,7.89,59.64,29.22,29.51,0.56,3,1.7,0.39,0.032,3.82
219,2021-01-10 3:00,2.57,7.89,59.67,29.25,29.43,0.56,3,1.95,0.39,0.034,3.82
220,2021-01-10 4:00,2.16,7.88,59.83,29.45,29,0.55,3,2.09,0.395,0.037,3.84
221,2021-01-10 5:00,2.36,7.87,63.88,29.5,28.91,0.55,3,2.26,0.458,0.032,3.84
222,2021-01-10 6:00,2.74,7.88,58.03,29.69,28.51,0.54,3,2.8,0.432,0.033,3.86
223,2021-01-10 7:00,2.16,7.85,60.07,29.74,28.42,0.55,3,2.7,0.413,0.034,3.86
224,2021-01-10 8:00,2.26,7.85,59.97,29.62,28.66,0.55,3,3.33,0.391,0.036,3.85
225,2021-01-10 9:00,2.42,7.84,57.73,29.43,29.06,0.56,3,2.85,0.39,0.03,3.84
226,2021-01-10 10:00,2.51,7.84,59.73,29.32,29.28,0.57,3,3.16,0.334,0.033,3.83
227,2021-01-10 11:00,2.79,7.83,59.75,29.35,29.23,0.57,3,2.53,0.367,0,3.83
228,2021-01-10 12:00,2.48,7.84,59.76,29.36,29.21,0.57,3,2.52,0.362,0,3.83
229,2021-01-10 13:00,2.53,7.86,57.71,29.3,29.33,0.57,3,1.92,0.349,0.035,3.83
230,2021-01-10 14:00,2.35,7.88,59.63,29.21,29.53,0.57,3,1.96,0.371,0.031,3.82
231,2021-01-10 15:00,3.45,7.9,57.5,29.16,29.63,0.56,3,1.27,0.425,0.032,3.81
232,2021-01-10 16:00,2.32,7.9,59.66,29.24,29.46,0.56,3,1.21,0.366,0.029,3.82
233,2021-01-10 17:00,2.36,7.9,57.54,29.19,29.56,0.56,3,0.83,0.38,0.027,3.82
234,2021-01-10 18:00,2.47,7.91,57.77,29.37,29.18,0.55,3,0.97,0.4,0.027,3.83
235,2021-01-10 19:00,2.8,7.89,59.74,29.33,29.25,0.56,3,0.54,0.416,0.025,3.83
236,2021-01-10 20:00,2.43,7.88,62.2,29.42,29.08,0.56,3,1.18,0.378,0.028,3.83
237,2021-01-10 21:00,2.45,7.87,59.79,29.39,29.13,0.56,3,1.04,0.345,0.027,3.83
238,2021-01-10 22:00,2.44,7.87,59.8,29.4,29.1,0.56,3,0.92,0.327,0.026,3.83
239,2021-01-10 23:00,2.44,7.87,57.71,29.4,29.1,0.56,3,1.15,0.327,0.027,3.83
240,2021-01-11 0:00,2.3,7.87,57.93,29.57,28.76,0.55,3,1.03,0.327,0.023,3.85
241,2021-01-11 1:00,2.37,7.88,57.76,29.49,28.93,0.55,3,0.84,0.238,0.025,3.84
242,2021-01-11 2:00,2.63,7.89,59.9,29.54,28.83,0.55,3,0.97,0.225,0.027,3.84
243,2021-01-11 3:00,2.3,7.89,62.93,29.57,28.76,0.55,3,1.19,0,0.021,3.85
244,2021-01-11 4:00,1.98,7.89,56.99,29.64,28.61,0.54,3,1.54,0.242,0.026,3.85
245,2021-01-11 5:00,3.04,7.89,59.99,29.64,28.61,0.54,3,1.81,0.23,0.027,3.85
246,2021-01-11 6:00,2.18,7.89,57.95,29.72,28.46,0.54,3,1.39,0.219,0.022,3.86
247,2021-01-11 7:00,2.01,7.87,62.63,29.93,28.05,0.54,3,1.38,0.225,0.023,3.87
248,2021-01-11 8:00,2.01,7.86,60.22,29.93,28.05,0.54,3,1.35,0.179,0.026,3.87
249,2021-01-11 9:00,2.01,7.84,60.22,29.93,28.05,0.54,3,1.98,0.184,0.025,3.87
250,2021-01-11 10:00,2.26,7.84,63.97,29.62,28.66,0.55,3,1.49,0.278,0.024,3.85
251,2021-01-11 11:00,2.52,7.83,59.94,29.58,28.73,0.56,3,2.22,0.283,0.024,3.85
252,2021-01-11 12:00,2.23,7.83,60,29.56,28.59,0.55,3,1.82,0.288,0.032,3.85
253,2021-01-11 13:00,2.26,7.83,63.97,29.62,28.66,0.56,3,1.05,0.298,0.031,3.85
