timestamp,temperature_c,ph,pressure_stage1_bar,pressure_stage2_bar,tds_stage1_mg_l,tds_stage2_mg_l,turbidity_ntu,cod_mg_l,total_n_mg_l,total_p_mg_l,sec_kwh_m3
2021-02-06 2:00,3.13,8.0,58.41,27.69,33.05,0.62,2,0.87,0.0,0.0,3.71
2021-02-06 3:00,3.96,7.98,58.39,27.66,33.13,0.62,2,1.19,0.0,0.021,3.71
2021-02-06 4:00,3.95,7.99,58.4,27.67,33.11,0.62,2,1.35,0.36,0.0,3.71
2021-02-06 5:00,3.9,7.98,58.44,27.72,32.96,0.62,2,1.31,0.317,0.02,3.71
2021-02-06 6:00,3.88,7.98,60.7984,27.74,32.91,0.62,2,1.17,0.313,0.024,3.71
2021-02-06 7:00,3.86,8.0,58.48,27.77,32.85,0.61,2,1.02,0.329,0.023,3.71
2021-02-06 8:00,3.85,7.98,58.48,27.78,32.83,0.62,2,0.78,0.348,0.024,3.71
2021-02-06 9:00,3.82,8.0,58.51,27.81,32.74,0.61,2,0.98,0.336,0.022,3.71
2021-02-06 10:00,4.15,7.97,60.8192,27.78,32.83,0.62,3,1.14,0.0,0.024,3.71
2021-02-06 11:00,3.87,7.95,58.46,27.76,32.88,0.62,4,0.95,0.331,0.023,3.71
2021-02-06 12:00,3.89,7.94,58.45,27.73,32.94,0.63,3,1.3,0.351,0.025,3.71
2021-02-06 13:00,3.91,7.96,64.273,27.71,32.99,0.62,3,0.85,0.424,0.023,3.71
2021-02-06 14:00,3.18,7.95,58.37,27.63,33.19,0.63,2,1.04,0.416,0.023,3.71
2021-02-06 15:00,4.09,7.97,58.27,27.51,33.5,0.63,2,1.07,0.387,0.025,3.69
2021-02-06 16:00,4.15,7.99,58.22,27.45,33.67,0.63,2,1.02,0.313,0.023,3.69
2021-02-06 17:00,4.13,7.97,58.23,27.47,33.62,0.63,2,1.02,0.326,0.023,3.69
2021-02-06 18:00,3.76,7.98,56.19,27.42,33.76,0.64,2,0.96,0.325,0.023,3.69
2021-02-06 19:00,3.89,7.97,58.22,27.45,33.67,0.64,2,1.18,0.35,0.025,3.69
2021-02-06 20:00,4.3,7.96,58.09,27.29,34.11,0.65,3,0.9,0.34,0.023,3.68
2021-02-06 21:00,4.38,7.95,56.01,27.2,34.34,0.65,3,0.91,0.342,0.025,3.67
2021-02-06 22:00,4.73,7.93,57.97,27.14,34.49,0.66,3,1.07,0.354,0.023,3.67
2021-02-06 23:00,4.13,7.98,58.23,27.47,33.62,0.63,2,1.09,0.341,0.023,3.69
2021-02-07 0:00,4.3,7.94,58.09,27.29,34.11,0.65,2,0.99,0.341,0.025,3.68
2021-02-07 1:00,3.59,7.96,58.01,27.19,34.37,0.65,2,1.01,0.341,0.025,3.67
2021-02-07 2:00,4.4,7.95,63.8,27.18,34.4,0.66,2,0.92,0.366,0.026,3.67
2021-02-07 3:00,4.37,7.92,56.02,27.21,34.31,0.66,2,0.6,0.279,0.023,3.67
2021-02-07 4:00,4.36,7.92,56.03,27.22,34.28,0.66,2,0.9,0.297,0.023,3.67
2021-02-07 5:00,4.32,7.91,52.263,27.26,34.17,0.66,2,0.51,0.311,0.025,3.67
2021-02-07 6:00,4.33,7.93,58.06,27.25,34.2,0.66,2,0.47,0.341,0.026,3.67
2021-02-07 7:00,4.33,7.94,56.0279,27.25,34.2,0.65,2,0.68,0.357,0.024,3.67
2021-02-07 8:00,4.36,7.94,58.03,27.22,34.28,0.66,2,0.78,0.375,0.025,3.67
2021-02-07 9:00,4.15,7.94,52.398,27.45,33.68,0.64,2,1.1,0.382,0.024,3.69
2021-02-07 10:00,4.22,7.96,58.16,27.37,33.88,0.64,2,0.95,0.352,0.0,3.69
2021-02-07 11:00,4.25,7.96,63.943,27.34,33.96,0.64,3,1.01,0.348,0.024,3.68
2021-02-07 12:00,4.18,7.99,58.19,27.42,33.76,0.63,2,0.85,0.336,0.023,3.69
2021-02-07 13:00,4.23,8.0,58.15,27.36,33.9,0.63,2,1.33,0.0,0.022,3.69
2021-02-07 14:00,4.27,7.99,58.11,27.32,34.02,0.64,2,1.19,0.403,0.024,3.68
2021-02-07 15:00,4.0,7.99,58.09,27.29,34.1,0.64,2,1.44,0.416,0.024,3.68
2021-02-07 16:00,3.55,7.99,58.04,27.23,34.25,0.64,2,1.46,0.419,0.024,3.67
2021-02-07 17:00,4.3,7.99,58.09,27.29,34.1,0.64,2,1.18,0.409,0.024,3.68
2021-02-07 18:00,4.34,7.99,58.05,27.24,34.22,0.64,2,1.42,0.406,0.023,3.67
2021-02-07 19:00,4.2,7.98,58.17,27.39,33.82,0.64,2,0.95,0.41,0.024,3.69
2021-02-07 20:00,4.34,8.0,58.05,27.24,34.22,0.64,2,1.07,0.415,0.022,3.67
2021-02-07 21:00,4.26,7.99,58.12,27.33,33.99,0.64,2,0.88,0.386,0.022,3.68
2021-02-07 22:00,4.25,8.0,58.13,27.34,33.96,0.63,2,1.05,0.393,0.022,3.68
2021-02-07 23:00,4.14,7.99,56.19195,27.46,33.64,0.63,2,1.5,0.383,0.026,3.69
2021-02-08 0:00,4.0,8.0,58.35,27.61,33.24,0.62,2,1.46,0.409,0.024,3.71
2021-02-08 1:00,3.97,7.99,64.218,27.64,33.16,0.62,2,1.89,0.415,0.024,3.71
2021-02-08 2:00,4.31,8.01,58.34,27.6,33.27,0.62,2,1.87,0.415,0.022,3.7
2021-02-08 3:00,3.89,8.01,58.45,27.73,32.93,0.61,1,1.75,0.415,0.025,3.71
2021-02-08 4:00,3.87,7.99,58.46,27.76,32.88,0.61,2,1.65,0.401,0.026,3.71
2021-02-08 5:00,3.84,7.99,58.49,27.79,32.8,0.61,1,1.42,0.347,0.023,3.71
2021-02-08 6:00,3.87,7.98,58.46,27.76,32.88,0.62,2,1.42,0.346,0.024,3.71
2021-02-08 7:00,3.59,7.96,58.48,27.78,32.83,0.62,2,1.48,0.341,0.022,3.71
2021-02-08 8:00,3.83,7.98,58.5,27.8,32.77,0.61,2,1.32,0.351,0.026,3.71
2021-02-08 9:00,3.87,7.97,60.46,27.76,32.88,0.62,2,1.47,0.355,0.024,3.71
2021-02-08 10:00,3.92,7.99,58.42,27.7,33.02,0.62,2,1.62,0.36,0.023,3.71
2021-02-08 11:00,3.67,7.99,58.65,27.98,32.33,0.6,2,1.51,0.351,0.026,3.73
2021-02-08 12:00,3.41,7.99,58.65,27.98,32.33,0.6,2,1.42,0.351,0.025,3.73
2021-02-08 13:00,3.68,7.99,55.64,27.97,32.35,0.6,2,1.27,0.362,0.0,3.73
2021-02-08 14:00,3.69,8.0,58.63,27.96,32.38,0.6,2,1.95,0.386,0.025,3.73
2021-02-08 15:00,3.76,8.0,58.56,27.88,32.58,0.61,2,2.03,0.363,0.023,3.73
2021-02-08 16:00,3.87,8.0,60.7984,27.76,32.88,0.61,2,1.75,0.362,0.024,3.71
2021-02-08 17:00,3.87,8.0,58.46,27.76,32.88,0.61,2,1.67,0.353,0.025,3.71
2021-02-08 18:00,3.83,8.01,58.5,27.8,32.77,0.61,1,1.72,0.376,0.026,3.71
2021-02-08 19:00,3.77,8.01,55.56,27.87,32.6,0.6,1,1.3,0.325,0.023,3.73
2021-02-08 20:00,3.72,7.99,58.6,27.92,32.46,0.61,1,1.28,0.355,0.022,3.73
2021-02-08 21:00,3.69,8.0,58.63,27.96,32.38,0.6,1,0.0,0.322,0.023,3.73
2021-02-08 22:00,3.68,8.0,58.64,27.97,32.35,0.6,1,1.71,0.34,0.023,3.73
2021-02-08 23:00,3.66,8.01,55.65,27.99,32.3,0.6,1,1.18,0.333,0.023,3.73
2021-02-09 0:00,3.59,8.01,56.65515,28.07,32.11,0.59,2,1.76,0.362,0.023,3.73
2021-02-09 1:00,3.56,8.0,55.75,28.1,32.02,0.59,2,1.62,0.346,0.025,3.73
2021-02-09 2:00,3.45,7.99,58.85,28.23,31.72,0.59,2,1.58,0.357,0.026,3.75
2021-02-09 3:00,3.66,7.99,61.85,28.23,31.72,0.59,2,1.74,0.352,0.025,3.75
2021-02-09 4:00,3.41,7.99,58.88,28.27,31.62,0.59,1,1.62,0.352,0.023,3.75
2021-02-09 5:00,3.4,7.99,58.89,28.28,31.59,0.59,1,2.03,0.352,0.024,3.75
2021-02-09 6:00,3.34,7.99,58.95,28.35,31.43,0.58,1,1.9,0.381,0.022,3.75
2021-02-09 7:00,3.34,7.98,58.95,28.35,31.43,0.59,1,1.55,0.31,0.023,3.75
2021-02-09 8:00,3.43,7.97,58.86,28.25,31.67,0.59,1,1.7,0.281,0.025,3.75
2021-02-09 9:00,3.46,7.97,58.84,28.22,31.75,0.6,1,1.7,0.281,0.022,3.75
2021-02-09 10:00,3.49,7.98,58.81,28.18,31.83,0.6,2,1.87,0.292,0.026,3.75
2021-02-09 11:00,3.5,8.0,58.8,28.17,31.86,0.59,2,1.51,0.288,0.025,3.75
2021-02-09 12:00,3.53,8.01,58.77,28.14,31.94,0.59,2,1.77,0.299,0.025,3.74
2021-02-09 13:00,3.41,7.99,58.88,28.27,31.62,0.59,2,1.93,0.272,0.027,3.75
2021-02-09 14:00,3.48,8.01,64.702,28.19,31.81,0.59,2,3.12,0.286,0.0,3.75
2021-02-09 15:00,3.64,8.0,58.86,28.25,31.67,0.59,2,3.22,0.0,0.0,3.75
2021-02-09 16:00,3.59,8.0,58.71,28.07,32.11,0.6,1,0.0,0.0,0.0,3.73
2021-02-09 17:00,3.64,8.0,58.67,28.01,32.24,0.6,1,3.1,0.268,0.026,3.73
2021-02-09 18:00,3.6,8.0,58.71,28.06,32.13,0.6,1,2.53,0.258,0.027,3.73
2021-02-09 19:00,3.56,7.99,52.911,28.1,32.01,0.6,1,2.15,0.272,0.024,3.74
2021-02-09 20:00,3.55,7.98,58.75,28.11,32.0,0.6,1,1.65,0.267,0.023,3.73
2021-02-09 21:00,3.6,7.98,61.0584,28.06,32.13,0.6,1,1.52,0.294,0.024,3.73
2021-02-09 22:00,3.57,7.98,52.866,28.09,32.05,0.6,1,1.73,0.276,0.026,3.73
2021-02-09 23:00,3.35,7.98,58.94,28.34,31.46,0.59,2,1.64,0.301,0.023,3.75
2021-02-10 0:00,3.45,8.0,56.7806,28.23,31.72,0.59,1,1.81,0.298,0.0,3.75
2021-02-10 1:00,3.58,8.0,58.73,28.08,32.08,0.6,1,1.34,0.318,0.027,3.73
2021-02-10 2:00,3.62,8.01,58.69,28.03,32.19,0.6,2,0.67,0.307,0.025,3.73
2021-02-10 3:00,3.86,8.01,58.67,28.01,32.24,0.6,2,0.89,0.303,0.024,3.73
2021-02-10 4:00,3.67,8.03,58.65,27.98,32.32,0.59,1,1.32,0.341,0.024,3.73
2021-02-10 5:00,3.65,8.03,58.66,28.0,32.27,0.59,1,1.33,0.31,0.024,3.73
2021-02-10 6:00,3.63,8.01,58.68,28.02,32.21,0.6,1,1.32,0.31,0.022,3.73
2021-02-10 7:00,3.66,8.0,58.65,27.99,32.3,0.6,1,1.25,0.31,0.024,3.73
2021-02-10 8:00,3.59,7.99,58.71,28.07,32.11,0.6,1,1.26,0.28,0.024,3.73
2021-02-10 9:00,3.72,7.99,58.6,27.92,32.46,0.61,2,1.58,0.29,0.023,3.73
2021-02-10 10:00,3.76,8.01,58.56,27.88,32.58,0.6,2,0.96,0.277,0.023,3.73
2021-02-10 11:00,3.83,8.08,58.5,27.8,32.76,0.59,2,1.3,0.293,0.022,3.71
2021-02-10 12:00,3.84,8.11,56.44285,27.79,32.79,0.59,2,1.23,0.281,0.022,3.71
2021-02-10 13:00,3.77,8.13,58.56,27.87,32.59,0.58,2,1.06,0.289,0.023,3.73
2021-02-10 14:00,3.72,8.15,55.6,27.92,32.45,0.57,2,1.28,0.278,0.024,3.73
2021-02-10 15:00,4.09,8.15,58.6,27.92,32.45,0.57,2,1.33,0.263,0.023,3.73
2021-02-10 16:00,3.82,8.12,58.51,27.81,32.73,0.58,2,1.41,0.276,0.025,3.71
2021-02-10 17:00,3.01,8.1,58.52,27.82,32.71,0.59,2,1.54,0.288,0.025,3.71
2021-02-10 18:00,3.82,8.1,58.51,27.81,32.73,0.59,2,1.21,0.268,0.023,3.71
2021-02-10 19:00,3.75,8.1,58.57,27.89,32.54,0.58,2,0.94,0.271,0.028,3.73
2021-02-10 20:00,3.58,8.08,58.49,27.79,32.79,0.59,1,1.18,0.258,0.025,3.71
2021-02-10 21:00,3.65,8.09,58.43,27.71,32.99,0.59,1,1.11,0.264,0.024,3.71
2021-02-10 22:00,3.79,8.09,58.56,27.85,32.65,0.59,1,1.36,0.278,0.023,3.72
2021-02-10 23:00,3.78,8.09,52.713,27.86,32.62,0.59,1,1.29,0.248,0.022,3.72
2021-02-11 0:00,3.81,8.09,56.4718,27.82,32.71,0.59,1,1.05,0.243,0.027,3.71
2021-02-11 1:00,3.76,8.11,55.56,27.88,32.57,0.58,1,1.08,0.254,0.024,3.73
2021-02-11 2:00,3.78,8.1,58.57,27.86,32.62,0.59,2,0.0,0.253,0.021,3.72
2021-02-11 3:00,3.76,8.12,58.56,27.88,32.57,0.58,2,1.05,0.258,0.025,3.73
2021-02-11 4:00,3.66,8.11,58.65,27.99,32.29,0.59,2,1.28,0.277,0.024,3.73
2021-02-11 5:00,3.75,8.1,58.57,27.89,32.54,0.58,2,2.14,0.242,0.025,3.73
2021-02-11 6:00,3.76,8.05,58.56,27.88,32.57,0.59,2,1.86,0.275,0.026,3.73
2021-02-11 7:00,3.75,7.99,58.57,27.89,32.55,0.61,2,1.64,0.245,0.0,3.73
2021-02-11 8:00,3.79,7.97,58.56,27.85,32.65,0.61,2,1.51,0.245,0.022,3.72
2021-02-11 9:00,3.86,7.97,55.48,27.77,32.85,0.62,2,1.3,0.245,0.028,3.71
2021-02-11 10:00,3.93,7.96,58.41,27.69,33.05,0.62,2,1.87,0.0,0.025,3.71
2021-02-11 11:00,4.02,7.96,58.33,27.59,33.3,0.63,2,1.47,0.326,0.023,3.7
2021-02-11 12:00,4.07,7.97,58.29,27.54,33.45,0.63,2,1.48,0.32,0.025,3.69
2021-02-11 13:00,4.04,7.99,64.141,27.57,33.36,0.62,2,1.57,0.307,0.024,3.7
2021-02-11 14:00,4.0,8.0,58.35,27.61,33.24,0.62,2,1.79,0.313,0.028,3.71
2021-02-11 15:00,4.04,8.01,58.31,27.57,33.36,0.62,2,1.59,0.32,0.027,3.7
2021-02-11 16:00,3.96,8.01,58.39,27.66,33.13,0.62,2,2.11,0.303,0.027,3.71
2021-02-11 17:00,3.92,8.0,58.42,27.7,33.02,0.62,2,1.57,0.295,0.023,3.71
2021-02-11 18:00,3.94,8.0,58.4,27.68,33.08,0.62,2,1.43,0.268,0.026,3.71
2021-02-11 19:00,4.39,8.0,58.27,27.51,33.5,0.63,2,1.48,0.295,0.025,3.69
2021-02-11 20:00,4.11,7.99,58.25,27.49,33.56,0.63,2,0.96,0.301,0.027,3.69
2021-02-11 21:00,4.07,7.99,58.29,27.54,33.44,0.63,2,1.28,0.281,0.025,3.69
2021-02-11 22:00,3.98,7.98,58.37,27.63,33.19,0.62,2,1.76,0.273,0.027,3.71
2021-02-11 23:00,3.94,7.97,58.4,27.68,33.08,0.62,2,1.26,0.262,0.025,3.71
2021-02-12 0:00,4.16,7.97,56.3753,27.7,33.02,0.62,2,1.5,0.0,0.025,3.71
2021-02-12 1:00,4.21,7.99,58.17,27.38,33.85,0.63,2,1.24,0.284,0.024,3.69
2021-02-12 2:00,3.86,7.99,58.48,27.77,32.85,0.61,2,1.31,0.283,0.027,3.71
2021-02-12 3:00,4.0,8.0,60.35,27.61,33.24,0.62,2,1.39,0.28,0.023,3.71
2021-02-12 4:00,4.0,8.0,58.35,27.61,33.24,0.62,2,1.53,0.311,0.026,3.71
2021-02-12 5:00,3.98,7.99,56.32705,27.63,33.19,0.62,2,1.72,0.307,0.025,3.71
2021-02-12 6:00,3.98,7.99,64.207,27.63,33.19,0.62,2,1.46,0.287,0.024,3.71
2021-02-12 7:00,3.97,7.98,58.38,27.64,33.16,0.62,2,1.48,0.297,0.023,3.71
2021-02-12 8:00,3.98,8.05,58.37,27.63,33.18,0.61,2,1.52,0.314,0.025,3.71
2021-02-12 9:00,4.04,8.07,58.31,27.57,33.35,0.61,2,0.0,0.288,0.023,3.7
2021-02-12 10:00,3.73,8.08,58.23,27.46,33.64,0.61,2,1.65,0.288,0.028,3.69
2021-02-12 11:00,4.26,8.0,58.12,27.33,33.99,0.64,2,1.5,0.288,0.03,3.68
2021-02-12 12:00,4.33,7.99,58.06,27.25,34.19,0.64,2,1.9,0.0,0.028,3.67
2021-02-12 13:00,4.4,7.99,60.32,27.18,34.39,0.65,2,1.3,0.316,0.027,3.67
2021-02-12 14:00,4.32,8.01,58.07,27.26,34.16,0.64,2,1.59,0.349,0.028,3.67
2021-02-12 15:00,4.27,8.03,58.11,27.32,34.01,0.63,2,1.82,0.331,0.029,3.68
2021-02-12 16:00,3.87,8.02,52.281,27.29,34.1,0.63,2,1.46,0.325,0.025,3.68
2021-02-12 17:00,4.47,8.01,58.16,27.37,33.87,0.63,2,2.08,0.323,0.029,3.69
2021-02-12 18:00,4.18,8.01,58.19,27.42,33.76,0.63,2,1.89,0.308,0.027,3.69
2021-02-12 19:00,4.22,8.01,58.16,27.37,33.87,0.63,2,1.95,0.293,0.026,3.69
2021-02-12 20:00,4.23,8.0,58.15,27.36,33.9,0.63,2,1.56,0.301,0.025,3.69
2021-02-12 21:00,4.27,7.99,58.11,27.32,34.02,0.64,2,1.64,0.315,0.026,3.68
2021-02-12 22:00,4.26,7.99,58.12,27.33,33.99,0.64,2,1.28,0.32,0.027,3.68
2021-02-12 23:00,4.15,7.98,58.22,27.45,33.67,0.63,2,1.56,0.275,0.025,3.69
2021-02-13 0:00,4.17,7.97,52.38,27.43,33.73,0.64,2,1.8,0.282,0.025,3.69
2021-02-13 1:00,4.54,7.98,57.88,27.03,34.81,0.66,2,1.93,0.283,0.025,3.66
2021-02-13 2:00,4.17,7.99,60.2,27.43,33.73,0.63,2,2.0,0.297,0.027,3.69
2021-02-13 3:00,4.17,7.99,58.2,27.43,33.73,0.63,2,1.91,0.279,0.026,3.69
2021-02-13 4:00,4.14,8.0,58.23,27.46,33.64,0.63,2,2.32,0.286,0.0,3.69
2021-02-13 5:00,4.05,7.99,58.31,27.56,33.39,0.63,2,2.17,0.332,0.026,3.69
2021-02-13 6:00,4.06,8.0,60.3,27.55,33.42,0.62,2,2.32,0.321,0.028,3.69
2021-02-13 7:00,4.07,7.99,58.29,27.54,33.44,0.63,2,2.62,0.325,0.029,3.69
2021-02-13 8:00,4.11,7.99,52.425,27.49,33.56,0.63,2,2.89,0.309,0.031,3.69
2021-02-13 9:00,4.99,7.98,55.18,27.41,33.79,0.64,2,3.09,0.299,0.029,3.69
2021-02-13 10:00,4.28,7.97,52.29,27.31,34.05,0.64,2,2.52,0.31,0.03,3.68
2021-02-13 11:00,4.43,7.97,57.97,27.14,34.48,0.65,1,2.62,0.319,0.029,3.67
2021-02-13 12:00,4.81,8.05,57.88,27.03,34.8,0.64,1,2.53,0.319,0.027,3.66
2021-02-13 13:00,4.69,7.99,51.975,26.87,35.25,0.66,2,2.18,0.319,0.029,3.65
2021-02-13 14:00,4.91,8.0,57.8,26.93,35.07,0.66,2,2.56,0.0,0.032,3.65
2021-02-13 15:00,4.57,8.02,57.85,26.99,34.89,0.65,2,2.54,0.34,0.031,3.65
2021-02-13 16:00,5.38,8.02,57.84,26.98,34.92,0.65,2,2.71,0.32,0.028,3.65
2021-02-13 17:00,4.41,8.02,57.99,27.17,34.42,0.64,2,2.72,0.32,0.027,3.67
2021-02-13 18:00,4.39,8.02,58.01,27.19,34.36,0.64,2,2.69,0.313,0.027,3.67
2021-02-13 19:00,4.43,8.02,57.97,27.14,34.48,0.64,2,2.93,0.318,0.026,3.67
2021-02-13 20:00,4.43,8.01,57.97,27.14,34.48,0.64,2,2.9,0.31,0.027,3.67
2021-02-13 21:00,4.42,8.02,57.98,27.15,34.45,0.64,2,2.77,0.0,0.026,3.67
2021-02-13 22:00,4.38,8.01,58.02,27.2,34.33,0.64,2,2.44,0.0,0.026,3.67
2021-02-13 23:00,4.34,8.01,58.05,27.24,34.22,0.64,2,2.32,0.427,0.025,3.67
2021-02-14 0:00,4.8,8.0,58.03,27.22,34.28,0.64,2,2.63,0.467,0.023,3.67
2021-02-14 1:00,4.39,7.99,56.01,27.19,34.37,0.65,2,2.54,0.379,0.023,3.67
2021-02-14 2:00,4.47,8.0,57.94,27.1,34.6,0.65,2,2.84,0.364,0.027,3.67
2021-02-14 3:00,4.34,8.0,58.05,27.24,34.22,0.64,2,2.33,0.359,0.025,3.67
2021-02-14 4:00,4.36,8.0,58.03,27.22,34.28,0.64,2,2.7,0.363,0.024,3.67
2021-02-14 5:00,4.55,8.0,58.09,27.3,34.08,0.64,2,2.98,0.39,0.029,3.68
2021-02-14 6:00,4.25,8.0,55.13,27.34,33.96,0.63,2,3.08,0.373,0.027,3.68
2021-02-14 7:00,4.28,8.0,58.1,27.31,34.05,0.64,2,2.86,0.35,0.029,3.68
2021-02-14 8:00,4.34,7.99,61.05,27.24,34.22,0.64,2,2.64,0.361,0.027,3.67
2021-02-14 9:00,4.36,7.98,58.03,27.22,34.28,0.65,2,2.64,0.329,0.026,3.67
2021-02-14 10:00,4.66,7.97,58.0,27.18,34.4,0.65,2,2.68,0.353,0.025,3.67
2021-02-14 11:00,5.16,7.97,57.86,27.0,34.87,0.66,1,2.6,0.314,0.028,3.66
2021-02-14 12:00,4.55,7.97,55.84455,27.02,34.84,0.66,2,2.48,0.307,0.027,3.66
2021-02-14 13:00,4.17,7.97,57.8,26.93,35.07,0.67,1,3.06,0.349,0.032,3.65
2021-02-14 14:00,4.68,7.99,57.76,26.88,35.22,0.66,1,2.7,0.349,0.03,3.65
2021-02-14 15:00,4.54,7.99,57.88,27.03,34.81,0.66,2,2.8,0.349,0.026,3.66
2021-02-14 16:00,4.56,8.01,60.1744,27.0,34.86,0.65,2,2.5,0.325,0.027,3.66
2021-02-14 17:00,4.56,8.02,57.86,27.0,34.86,0.65,2,2.71,0.305,0.028,3.66
2021-02-14 18:00,4.52,8.13,54.89,27.05,34.74,0.62,2,2.72,0.313,0.03,3.66
2021-02-14 19:00,5.33,8.15,57.89,27.04,34.76,0.62,2,2.72,0.3,0.024,3.66
2021-02-14 20:00,4.56,8.15,57.86,27.0,34.85,0.62,2,2.24,0.297,0.024,3.66
2021-02-14 21:00,4.57,8.13,57.85,26.99,34.88,0.62,2,2.65,0.282,0.025,3.65
2021-02-14 22:00,4.58,8.14,63.624,26.98,34.91,0.62,2,2.66,0.297,0.024,3.65
2021-02-14 23:00,4.59,8.13,57.84,26.97,34.94,0.63,2,2.77,0.28,0.025,3.65
2021-02-15 0:00,4.54,8.11,52.092,27.03,34.8,0.63,2,1.85,0.275,0.024,3.66
2021-02-15 1:00,4.54,8.11,59.88,27.03,34.8,0.63,2,2.15,0.0,0.024,3.66
2021-02-15 2:00,4.64,8.02,57.79,26.92,35.1,0.65,1,2.17,0.28,0.024,3.65
2021-02-15 3:00,4.59,8.02,57.84,26.97,34.95,0.65,2,2.13,0.303,0.025,3.65
2021-02-15 4:00,4.53,8.01,57.89,27.04,34.77,0.65,2,2.47,0.3,0.026,3.66
2021-02-15 5:00,4.51,8.01,60.216,27.06,34.72,0.65,2,2.05,0.291,0.024,3.66
2021-02-15 6:00,4.55,8.02,54.87,27.02,34.83,0.65,2,2.3,0.275,0.025,3.66
2021-02-15 7:00,4.48,8.01,57.93,27.09,34.63,0.65,2,2.57,0.318,0.023,3.67
2021-02-15 8:00,4.77,8.0,54.91,27.07,34.69,0.65,2,2.43,0.286,0.025,3.66
2021-02-15 9:00,4.5,7.99,52.119,27.07,34.69,0.65,2,2.61,0.283,0.027,3.66
2021-02-15 10:00,4.52,7.98,57.89,27.05,34.75,0.66,2,2.36,0.294,0.027,3.66
2021-02-15 11:00,4.58,7.98,57.84,26.98,34.93,0.66,2,2.82,0.283,0.028,3.65
2021-02-15 12:00,4.56,7.97,51.912,26.78,35.49,0.67,3,2.64,0.281,0.031,3.64
2021-02-15 13:00,5.37,8.0,57.59,26.67,35.82,0.67,5,2.47,0.304,0.029,3.63
2021-02-15 14:00,4.67,8.01,57.77,26.86,35.19,0.66,4,3.18,0.319,0.03,3.65
2021-02-15 15:00,4.79,8.01,54.66,26.76,35.55,0.67,0,2.96,0.325,0.029,3.64
2021-02-15 16:00,4.76,8.01,57.69,26.79,35.46,0.66,0,3.69,0.325,0.026,3.64
2021-02-15 17:00,5.51,8.01,57.73,26.85,35.31,0.66,5,3.47,0.325,0.025,3.65
2021-02-15 18:00,4.55,8.0,55.84455,27.02,34.83,0.65,4,3.1,0.315,0.026,3.66
2021-02-15 19:00,5.64,7.99,57.85,26.99,34.89,0.66,3,3.03,0.302,0.028,3.65
2021-02-15 20:00,4.55,8.01,55.84455,27.02,34.83,0.65,2,3.15,0.291,0.029,3.66
2021-02-15 21:00,4.55,8.12,57.87,27.02,34.83,0.62,3,3.13,0.294,0.028,3.66
2021-02-15 22:00,4.54,8.12,57.88,27.03,34.8,0.62,2,2.72,0.278,0.026,3.66
2021-02-15 23:00,4.53,8.11,63.679,27.04,34.77,0.63,2,2.75,0.272,0.026,3.66
2021-02-16 0:00,3.76,8.11,57.86,27.0,34.86,0.63,3,2.68,0.261,0.026,3.66
2021-02-16 1:00,4.31,8.1,57.85,26.99,34.89,0.63,2,2.83,0.257,0.025,3.65
2021-02-16 2:00,4.57,8.1,57.85,26.99,34.89,0.63,3,2.46,0.26,0.026,3.65
2021-02-16 3:00,4.57,7.98,57.85,26.99,34.9,0.66,3,2.67,0.285,0.026,3.65
2021-02-16 4:00,4.03,7.98,58.32,27.58,33.33,0.63,3,2.53,0.283,0.026,3.7
2021-02-16 5:00,4.05,7.96,52.479,27.56,33.39,0.63,2,2.69,0.299,0.0,3.69
2021-02-16 6:00,3.97,7.96,58.38,27.64,33.16,0.63,2,2.61,0.276,0.026,3.71
2021-02-16 7:00,3.97,7.95,58.38,27.64,33.16,0.63,2,2.5,0.267,0.025,3.71
2021-02-16 8:00,3.69,7.93,61.4,27.67,33.11,0.63,2,2.8,0.272,0.026,3.71
2021-02-16 9:00,4.0,7.93,56.30775,27.61,33.25,0.64,2,2.74,0.274,0.027,3.71
2021-02-16 10:00,4.1,7.94,60.5904,27.5,33.53,0.64,2,2.89,0.286,0.027,3.69
2021-02-16 11:00,4.14,7.95,64.053,27.46,33.65,0.64,2,2.36,0.302,0.026,3.69
2021-02-16 12:00,3.86,7.96,60.5696,27.48,33.59,0.64,2,2.55,0.271,0.027,3.69
2021-02-16 13:00,4.03,7.96,58.32,27.58,33.33,0.63,2,2.43,0.269,0.025,3.7
2021-02-16 14:00,3.99,7.95,52.524,27.62,33.22,0.63,2,2.42,0.283,0.024,3.71
2021-02-16 15:00,4.18,7.94,55.19,27.42,33.76,0.64,1,2.76,0.296,0.025,3.69
2021-02-16 16:00,4.25,7.95,61.13,27.34,33.96,0.65,1,3.22,0.314,0.026,3.68
2021-02-16 17:00,4.33,7.96,58.06,27.25,34.19,0.65,2,3.01,0.314,0.026,3.67
2021-02-16 18:00,4.69,7.99,58.22,27.45,33.67,0.63,2,2.63,0.314,0.027,3.69
2021-02-16 19:00,4.18,8.02,52.371,27.42,33.76,0.63,2,2.79,0.314,0.027,3.69
2021-02-16 20:00,4.16,8.0,60.21,27.44,33.7,0.63,2,2.79,0.0,0.025,3.69
2021-02-16 21:00,4.13,7.97,58.23,27.47,33.62,0.63,2,2.67,0.288,0.024,3.69
2021-02-16 22:00,3.72,7.97,58.23,27.47,33.62,0.63,2,2.9,0.294,0.024,3.69
